Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Percentage Buy Reco’s,No. of analysts with buy reco,Percentage Upside
Kome-on Communication Ltd,KOCL,Movies & TV Serials,3.509962345,2.37,-18.47348603,NULL,NULL,0,-0.19,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Hi-Klass Trading and Investment Ltd,HIKLASS,Investment Banking & Brokerage,3.4913688,5.62,-1.26E+17,-22.36355948,NULL,0.22,-2.78E-17,0,0,0,0,0,NULL,0,NULL
Ellora Trading Ltd,VEL,NULL,3.478082879,29,4.01E+17,-28.99489523,NULL,0.37,8.67E-18,0,0,0,0,0,NULL,0,NULL
Franklin Industries Ltd,FRANKLININD,Investment Banking & Brokerage,3.475714185,9.62,347.5714185,62.87720929,NULL,17.08,0.01,0,0,0,0,0,NULL,0,NULL
Ind Renewable Energy Ltd,INDRENEW,Renewable Energy Equipment & Services,3.473494688,11.51,-43.4186836,-31.91154515,NULL,0.06,-0.08,0,0,0,0,0,NULL,0,NULL
Krishna Filament Industries Ltd,KRIFILIND,NULL,3.4726898,4.24,NULL,NULL,NULL,0,0,0,0,0.006421535,0,22.47537341,NULL,0,NULL
Hira Automobiles Ltd,HIRAUTO,Four Wheelers,3.4693344,12.6,5.687433443,-6.965842764,NULL,224.73,0.71,0.1,0,0,0,0,NULL,0,NULL
Ace Engitech Ltd,ACEENGITEC,NULL,3.453452855,9.94,13.81381142,33.56042305,NULL,0.51,0.25,0,0,0,0,0,NULL,0,NULL
Euro Multivision Ltd,EUROMULTI,Technology Hardware,3.451007105,1.45,-0.281485082,-56.23229533,NULL,0.38,-12.39,-0.13,0,0,0,0,NULL,0,NULL
Miven Machine Tools Ltd,MIVENMACH,Industrial Machinery,3.4450145,11.47,-2.312090268,-5.869745616,NULL,2.52,-1.49,0,0,0,0,0,NULL,0,NULL
Spice Island Apparels Ltd,SPICEISL,NULL,3.433807284,8,-2.601369155,-31.6988547,NULL,2.79,-1.31,0.01,0,0,0,0,NULL,0,NULL
Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,Textiles,3.392421996,9.7,2.589635111,-26.28641798,NULL,8.39,1.31,0,0.001486024,0,0,0,NULL,0,NULL
Continental Controls Ltd,CONTICON,Electrical Components & Equipments,3.384721396,5.51,-9.402003878,13.09140089,NULL,9.12,-0.36,0,0,0,0,0,NULL,0,NULL
Invesco India Nifty Exchange Traded Fund,IVZINNIFTY,Equity,3.37218525,2063.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Sunraj Diamond Exports Ltd,SUNRAJDI,"Precious Metals, Jewellery & Watches",3.366956932,6.63,14.63894318,82.35884127,NULL,4.84,0.24,0.01,0,0,0,0,NULL,0,NULL
Containerway International Ltd,CONTAINER,Logistics,3.364803319,5.05,-21.03002074,NULL,NULL,0,-0.16,0,0,0,0,0,NULL,0,NULL
Suryo Foods and Industries Ltd,SURFI,Packaged Foods & Meats,3.364145682,8.5,-8.853014952,-52.23004971,NULL,0.05,-0.36,0.02,0,0,0,0,NULL,0,NULL
Nutricircle Ltd,NUTRICIRCLE,Paper Products,3.322038291,125.5,-11.07346097,-12.6061978,NULL,0.26,-0.3,0,0,0,0,0,NULL,0,NULL
KD Leisures Ltd,KDLL,Diversified Financials,3.319170472,10.04,25.53208055,-12.94494367,NULL,0.33,0.17,0.04,0,0,0,0,NULL,0,NULL
Source Industries (India) Ltd,SOURCEIND,Textiles,3.3069019,2.9,-18.37167722,-68.21004913,NULL,0.05,-0.18,0,0,0,0,0,NULL,0,NULL
Shamrock Industrial Company Ltd,SHAMROIN,Pharmaceuticals,3.304082914,5.82,-16.52041457,NULL,NULL,0.1,-0.2,0,0,0,0,0,NULL,0,NULL
Pioneer Agro Extracts Ltd,PIONAGR,Packaged Foods & Meats,3.3012126,7.62,330.12126,3.617519372,NULL,0.86,0.01,0,0,0,0,0,NULL,0,NULL
International Data Management Ltd,IDM,IT Services & Consulting,3.298182041,15,-41.22727551,NULL,NULL,0,-0.08,0,0,0,0,0,NULL,0,NULL
B P Capital Ltd,BPCAP,Investment Banking & Brokerage,3.2944664,5.48,-15.68793524,NULL,NULL,0,-0.21,0,0,0,0,0,NULL,0,NULL
Milestone Furniture Ltd,MILEFUR,Business Support Services,3.289324923,3.71,-2.14988557,NULL,NULL,0,-1.53,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Richfield Financial Services Ltd,RFSL,Investment Banking & Brokerage,3.2700872,8.72,23.35776571,-13.90182507,NULL,0.44,0.16,0.02,0,0,0,0,NULL,0,NULL
Talwalkars Healthclubs Ltd,TALWGYM,Wellness Services,3.257649822,1.05,0.046398659,NULL,NULL,286.07,89.34,19.13,0,0,0,0,NULL,0,NULL
Sungold Capital Ltd,SUNGOLD,Diversified Financials,3.237228998,1.84,80.93072495,-5.556501437,NULL,1.36,0.05,0.01,0,0,0,0,NULL,0,NULL
Kinetic Trust Ltd,KINETRU,Investment Banking & Brokerage,3.2256,9.6,64.512,-2.085163764,NULL,0.27,0.05,0,0,0,0,0,NULL,0,NULL
Kiran Syntex Ltd,KIRANSY-B,Textiles,3.215401969,7.5,-40.19252461,-22.16294584,NULL,0.02,-0.08,0,0,0,0,0,NULL,0,NULL
Melstar Information Technologies Ltd,MELSTAR,IT Services & Consulting,3.211935855,2.35,-0.689256621,-13.66450566,NULL,11.21,-4.66,0,-0.700126212,0,0,0,NULL,0,NULL
Arcee Industries Ltd,ARCEEIN,Plastic Products,3.194558452,6.53,7.099018783,228.1584663,NULL,34.25,0.63,0.18,0,0,0,0,NULL,0,NULL
Bridge Securities Ltd,BRIDGESE,Investment Banking & Brokerage,3.141084133,9.35,-3.529308015,39.24775981,NULL,2.67,-0.9,-0.01,0,0,0,0,NULL,0,NULL
Nippon India ETF Dividend Opportunities,DIVOPPBEES,Equity,3.13730683,48.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Shri Kalyan Holdings Ltd,SHKALYN,Investment Banking & Brokerage,3.123800112,3.13,9.466060945,-24.55745326,NULL,1.96,0.45,0.12,-0.000672658,0,0,-0.025551321,NULL,0,NULL
Gajanan Securities Services Ltd,GAJANANSEC,Investment Banking & Brokerage,3.102,10,2.404651163,-8.352493195,NULL,0.75,0.64,-0.65,0,0,0,0,NULL,0,NULL
Gangotri Textiles Ltd,GANGOTRI,Apparel & Accessories,3.096683337,0.95,-154.8341668,-52.14242706,NULL,0.06,-0.02,0,0,0,0,0,NULL,0,NULL
GB Global Ltd,GBGLOBAL,Textiles,3.08229435,9.3,0.002774992,19.22005276,NULL,1253.07,1103.55,-7.19,0,0,0,0,NULL,0,NULL
Encode Packaging India Ltd,ENCODE,NULL,3.077905157,9.29,61.55810315,-29.48517098,NULL,1.06,0.07,0.02,0,0,0,0,NULL,0,NULL
Indian Bright Steel Co Ltd,IBRIGST,Iron & Steel,3.07,30.7,-17.05555556,-19.72584382,NULL,0.02,-0.18,0,0,0,0,0,NULL,0,NULL
Unimode Overseas Ltd,UNIMOVR,Textiles,3.054721236,64.05,-76.36803091,-41.17765539,NULL,0.05,-0.04,0,0,0,0,0,NULL,0,NULL
Karnimata Cold Storage Ltd,KCSL,Logistics,3.052738206,6,6.105476411,-1.588108587,NULL,4.56,0.53,0.03,NULL,NULL,NULL,NULL,NULL,0,NULL
High Street Filatex Ltd,HIGHSTREE,Textiles,3.042457996,47,2.237101468,30.68988339,NULL,1.83,1.36,0,0,0,0,0,NULL,0,NULL
Rajvir Industries Ltd,RAJVIR,Textiles,3.0360936,7.6,-0.092479245,-18.32262173,NULL,37.39,-28.9,3.93,0,0,0,0,NULL,0,NULL
New Light Apparels Ltd,NEWLIGHT,NULL,3.018152643,13.75,-2.494341027,-3.843392063,NULL,6.19,-1.64,-0.43,0,0,0,-0.007057549,NULL,0,NULL
Capfin India Ltd,CAPFIN,Specialized Finance,3.007935,10.5,60.1587,-3.03597339,NULL,0.18,0.06,0.01,0,0,0,0,NULL,0,NULL
Gopal Iron and Steels Company (Gujarat) Ltd,GOPAIST,Iron & Steel,2.997778623,5.95,-18.7361164,-53.24758239,NULL,0.13,-0.16,0,0,0,0,2.735352138,NULL,0,NULL
Kovalam Investment and Trading Co Ltd,ZKOVALIN,Investment Banking & Brokerage,2.993388244,13.46,1.65380566,-3.179759989,NULL,2.11,1.99,0.18,0,0,0,0,NULL,0,NULL
Vallabh Steels Ltd,VALLABHSQ,Building Products - Pipes,2.9898,6.04,-0.323921993,-62.08563391,NULL,0.94,-9.32,-0.09,0,0,0,0,NULL,0,NULL
Quintegra Solutions Ltd,QUINTEGRA,Software Services,2.947896418,1.1,-49.13160697,NULL,NULL,0,-0.06,0,0,0,0,0,NULL,0,NULL
Carnation Industries Ltd,CARNATIN,Iron & Steel,2.938586,8.5,-3.866560526,-53.73589757,NULL,1.81,-0.64,0.12,0,0,0,0,NULL,0,NULL
Padmanabh Industries Ltd,PADMAIND,Diversified Chemicals,2.905045,4.78,-1.874222581,-35.89623864,NULL,0.21,-1.55,0,0,0,0,0,NULL,0,NULL
GCM Commodity & Derivatives Ltd,GCMCOMM,Investment Banking & Brokerage,2.89653,3.9,-32.18366667,-12.94494367,NULL,0.26,-0.09,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Standard Capital Markets Ltd,STANCAP,Consumer Finance,2.874487481,7.19,31.93874979,-12.94494367,NULL,0.52,0.1,0.01,0,0,0,-13.41621459,NULL,0,NULL
Manor Estates and Industries Ltd,KARANWO,Textiles,2.864201251,3.65,-1.627387075,NULL,NULL,0,-1.75,0.01,0,0,0,0,NULL,0,NULL
City Online Services Ltd,CITYONLINE,Cable & D2H,2.839020131,5.77,-1.660245691,-11.07586968,NULL,10.42,-1.62,0.09,0,0,0,0,NULL,0,NULL
Jagsonpal Finance and Leasing Ltd,JAGSONFI,Investment Banking & Brokerage,2.836642841,5.16,-56.73285683,-11.41672897,NULL,0.06,-0.05,0,0,0,0,0,NULL,0,NULL
Adjia Technologies Ltd,ADJIA,NULL,2.81572797,31,-16.5631057,35.09600385,NULL,0.09,-0.17,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Mideast Portfolio Management Ltd,MIDEASTP,Investment Banking & Brokerage,2.79668,5.56,93.22266667,-17.0441666,NULL,0.11,0.03,0,0,0,0,0,NULL,0,NULL
IDFC NIFTY ETF,IDFNIFTYET,Equity,2.786231955,198.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Diksha Greens Ltd,DGL,Wood Products,2.771181014,2.85,-0.144107177,NULL,NULL,0,-19.23,0,0,0,0,0,NULL,0,NULL
Rose Merc Ltd,ROSEMER,Commodities Trading,2.687718528,26,-9.267994926,-21.00068459,NULL,0.32,-0.29,0,0,0,0,0,NULL,0,NULL
SVA India Ltd,SVAINDIA,Commodities Trading,2.6850138,8.13,-44.75023,-8.449497261,NULL,1.64,-0.06,0,0,0,0,0,NULL,0,NULL
Narmada Macplast Drip Irrigation Systems Ltd,NARMP,Agricultural & Farm Machinery,2.636090986,6.93,131.8045493,15.8872084,NULL,12.52,0.02,0,0,0,0,0,NULL,0,NULL
Interactive Financial Services Ltd,IFINSER,Investment Banking & Brokerage,2.635010081,8.75,2.635010081,14.48435756,NULL,1.77,1.21,0.21,0,0,0,0,NULL,0,NULL
Santosh Fine Fab Ltd,SANTOSHF,Textiles,2.608204,7.4,-32.60255,-13.22390965,NULL,13.29,-0.12,-0.04,0,0,0,0,NULL,0,NULL
N2N Technologies Ltd,NNTL,NULL,2.58105732,8,-0.553874961,NULL,NULL,0,-4.66,0,0,0,0,0,NULL,0,NULL
SPV Global Trading Ltd,SPVGLOBAL,Investment Banking & Brokerage,2.57152,13.12,0.154445646,183.9105542,NULL,538.63,44.52,27.87,0,0,0,0,NULL,0,NULL
Jauss Polymers Ltd,JAUSPOL,Packaging,2.567194125,5.3,-10.2687765,NULL,NULL,0,-0.25,0,0,0,0,0,NULL,0,NULL
Nutech Global Ltd,NUTECGLOB,Textiles,2.561548074,8,32.01935092,-8.56832285,NULL,24.92,0.04,-0.04,0,0,0,0,NULL,0,NULL
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,Sugar,2.553,5.27,-0.042713736,-23.63262652,NULL,0.2,-59.77,0,0,0,0,0,NULL,0,NULL
Cox & Kings Financial Service Ltd,CKFSL,Diversified Financials,2.551582018,0.35,-0.04686101,NULL,NULL,0,-54.45,0,-3.43E-05,-13.11167194,0,-1.296004497,NULL,0,NULL
Ozone World Ltd,OZONEWORLD,Commodities Trading,2.539891329,7.2,84.6630443,-36.71703456,NULL,0.34,0.09,0.06,0,0,0,0,NULL,0,NULL
T Spiritual World Ltd,TSPIRITUAL,Commodities Trading,2.538854582,1.3,-2.15157168,-45.18117455,NULL,0.05,-1.18,0,1.932556744,0,0,0,NULL,0,NULL
Natura Hue Chem Ltd,NATHUEC,Ports,2.527239984,5.61,-126.3619992,-44.50558472,NULL,0.13,-0.02,0,0,0,0,0,NULL,0,NULL
Hit Kit Global Solutions Ltd,HITKITGLO,FMCG - Foods,2.514613944,0.71,-27.94015493,4.43690269,NULL,0.41,-0.12,-0.03,0,0,0,0,NULL,0,NULL
Purohit Construction Ltd,PUROHITCON,Construction & Engineering,2.514211765,5.71,-3.397583467,-50.3290506,NULL,0.27,-0.74,0,0,0,0,0,NULL,0,NULL
Gaekwar Mills Ltd,ZGAEKWAR,Textiles,2.51,12.55,-0.382621951,5.115774595,NULL,0.77,-6.56,0,0,0,0,0,NULL,0,NULL
Promact Impex Ltd,PROMACT,Plastic Products,2.505661878,4.04,-1.716206766,-64.46543052,NULL,0.08,-1.46,0,0,0,0,0,NULL,0,NULL
Blue Chip India Ltd,BLUECHIP,Asset Management,2.4886953,0.45,-10.36956375,-72.02839218,NULL,0.01,-0.24,0,0,0,0,0,NULL,0,NULL
Regency Trust Ltd,REGTRUS,Investment Banking & Brokerage,2.458644794,2.5,-81.95482647,-0.59175754,NULL,1.66,-0.03,0,0,0,0,0,NULL,0,NULL
Ishaan Infrastructures and Shelters Ltd,IISL,NULL,2.439579503,3.8,-24.39579503,-59.71302345,NULL,0.22,-0.09,0.01,0,0,0,0,NULL,0,NULL
Shivansh Finserve Ltd,SHIVA,Investment Banking & Brokerage,2.419786213,4.01,26.88651348,37.97296615,NULL,1.75,0.16,0.07,0,0,0,0,NULL,0,NULL
Cistro Telelink Ltd,CISTRO,Telecom Services,2.413121,0.47,-241.3121,NULL,NULL,0.29,-0.01,0,0,0,0,0,NULL,0,NULL
Union Quality Plastics Ltd,UNQTYMI,Plastic Products,2.412755088,5.11,-0.445157765,-45.38563274,NULL,2.1,-5.4,0.02,0,0,0,0,NULL,0,NULL
Oscar Global Ltd,OSCARGLO,Apparel & Accessories,2.39118198,7.61,1.374242517,-16.56640071,NULL,3.76,1.86,0.12,0,0,0,0,NULL,0,NULL
Rahul Merchandising Ltd,RAHME,Textiles,2.36374425,6.73,-118.1872125,10.75663432,NULL,0.05,-0.02,0,0,0,0,0,NULL,0,NULL
Jaihind Projects Ltd,JAIHINDPRO,Construction & Engineering,2.34178632,2.4,-0.03330659,-38.33292742,NULL,29.63,-68.72,1.59,0,0,0,0,NULL,NULL,NULL
EMA India Ltd,EMAINDIA,Auto Parts,2.335337761,23,-5.838344402,-29.91294922,NULL,0.23,-0.4,0,0,0,0,0,NULL,0,NULL
Chambal Breweries and Distilleries Ltd,CHMBBRW,Alcoholic Beverages,2.320236065,3.25,-46.4047213,4.240221628,NULL,0.16,-0.05,0,0,0,0,0,NULL,0,NULL
Perfect Infraengineers Ltd,PERFECT,Home Electronics & Appliances,2.318621975,9.25,-1.220327355,-21.7064207,NULL,4.66,-1.67,0.23,NULL,NULL,NULL,NULL,NULL,0,NULL
Sarthak Global Ltd,SARTHAKGL,Investment Banking & Brokerage,2.295,7.65,-0.555690073,64.55346448,NULL,5.55,-4.13,0,0,0,0,0,NULL,0,NULL
Anna Infrastructures Ltd,ANNAINFRA,Real Estate,2.28,6,-45.6,-3.523254478,NULL,0.56,-0.05,0,0,0,0,0.544736842,NULL,0,NULL
Kiran Print Pack Ltd,KIRANPR,Stationery,2.2763195,4.5,56.9079875,14.68396101,NULL,1.23,0.04,0,0,0,0,0,NULL,0,NULL
Hindusthan Udyog Ltd,ZHINUDYP,Industrial Machinery,2.2678451,3.16,0.063757242,13.87123652,NULL,50.87,35.57,0,0,0,0,0,NULL,0,NULL
Rubra Medicaments Ltd,RUBRAME,Pharmaceuticals,2.2638762,4.14,-75.46254,45.33388153,NULL,2.01,-0.02,0.01,0,0,0,0,NULL,0,NULL
Nikki Global Finance Ltd,NIKKIGL,Diversified Financials,2.259176441,6.74,-18.82647034,-61.80390387,NULL,0.02,-0.12,0,-0.035090797,0,0,0,NULL,0,NULL
Richirich Inventures Ltd,RICHIRICH,Diversified Financials,2.254757177,4.47,-37.57928628,-13.79029856,NULL,0.1,-0.06,0,4.6006875,0,0,0,NULL,0,NULL
Motilal Oswal Nifty 200 Momentum 30 ETF,MOMOMENTUM,Equity,2.209998054,40.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Adarsh Mercantile Ltd,ADARSH,Commodities Trading,2.208675,6.01,55.216875,6.061390337,NULL,1.02,-0.14,-0.18,0,0,0,0,NULL,0,NULL
Ahimsa Industries Ltd,AHIMSA,Plastic Products,2.17074,14.3,7.485310345,-17.75475608,NULL,22.5,0.08,-0.21,NULL,NULL,NULL,NULL,NULL,0,NULL
Vikalp Securities Ltd,VIKALPS,Investment Banking & Brokerage,2.153454415,6.77,-107.6727208,-11.57691676,NULL,0.2,-0.02,0,0,0,0,0,NULL,0,NULL
Brijlaxmi Leasing and Finance Ltd,BRIJLEAS,Investment Banking & Brokerage,2.13960215,3.97,35.66003584,22.50065133,NULL,0.8,0.09,0.03,0,0,0,0,NULL,0,NULL
Yuranus Infrastructure Ltd,YURANUS,Diversified Financials,2.102341189,6.01,70.07803962,11.62884155,NULL,0.52,0.05,0.02,0,0,0,0,NULL,0,NULL
Pagaria Energy Ltd,WOMENNET,Commodities Trading,2.099733236,5.07,-52.49333091,-35.98180717,NULL,0.2,-0.04,0,0.002299025,0,0,0,NULL,0,NULL
Desh Rakshak Aushdhalaya Ltd,DESHRAK,Pharmaceuticals,2.099327252,4.73,4.373598442,4.024295068,NULL,6.2,0.57,0.09,0,0,0,0,NULL,0,NULL
Brilliant Portfolios Ltd,BRIPORT,Investment Banking & Brokerage,2.062697,6.65,6.25059697,18.67087519,NULL,2.33,0.43,0.1,0,0,0,0,NULL,0,NULL
Mahasagar Travels Ltd,MHSGRMS,Tour & Travel Services,2.028783,2.58,-1.186422807,-3.835139111,NULL,45.75,-1.71,0,0.002543397,0,0,0,NULL,0,NULL
Mudra Financial Services Ltd,MUDRA,Diversified Financials,2.02404,4.04,6.52916129,3.713728934,NULL,0.78,0.44,0.13,0,0,0,0,NULL,0,NULL
MaxAlert Systems Ltd,MASL,Building Products - Granite,2.02389,2.2,-0.106745253,-18.60573149,NULL,4.88,-18.96,0,0.013044187,0,0,0,NULL,0,NULL
Ganesh Holdings Ltd,GANHOLD,Investment Banking & Brokerage,2.0088,49.6,-15.45230769,-16.74467926,NULL,0.02,-0.13,0,0,0,0,0,NULL,0,NULL
Cinerad Communications Ltd,CINERAD,Advertising,1.990502834,3.83,-28.43575477,-5.591248871,NULL,0.06,-0.07,0,0,0,0,0,NULL,0,NULL
Id Info Business Services Ltd,IDINFO,IT Services & Consulting,1.98125,15.85,18.01136364,39.76542375,NULL,0.32,0.13,0.02,0,0,0,0,NULL,0,NULL
Sagar Systech Ltd,SAGARSYST,Software Services,1.976,61.75,21.95555556,35.09600385,NULL,0.27,0.1,0.01,0,0,0,0,NULL,0,NULL
GSL Securities Ltd,GSLSEC,Diversified Financials,1.971663218,6.37,-17.92421108,23.51723745,NULL,0.23,-0.11,0,0,0,0,0,NULL,0,NULL
Powerful Technologies Ltd,POWERFUL,Power Transmission & Distribution,1.95423462,1.95,-0.236876924,-80.51566422,NULL,0.01,-8.25,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Wellness Noni Ltd,WELLNESS,FMCG - Foods,1.9456,5.78,-0.74259542,22.48101352,NULL,2.15,-2.62,0,0,0,0,0,NULL,0,NULL
Aryan Share & Stock Brokers Ltd,ARYAN,Investment Banking & Brokerage,1.884,6.28,4.595121951,-20.04872672,NULL,1.31,0.55,0.14,0,0,0,0,NULL,0,NULL
Goldcoin Health Foods Ltd,GOLDCOINHF,Packaged Foods & Meats,1.862532271,6.6,-1.693211156,-44.50558472,NULL,0.1,-1.1,0,0,0,0,0,NULL,0,NULL
Charms Industries Ltd,CHARMS,Consumer Finance,1.8518511,4.51,-30.864185,-54.39047668,NULL,0.06,-0.06,0,0,0,0,0,NULL,0,NULL
JLA Infraville Shoppers Ltd,JSHL,NULL,1.83667,2.83,45.91675,-24.16787608,NULL,0.82,0.07,0.03,NULL,NULL,NULL,NULL,NULL,0,NULL
Madhur Industries Ltd,MADHURIND,Packaged Foods & Meats,1.835398328,4.45,-5.735619774,-44.45935215,NULL,0.38,-0.32,0,0,0,0,0,NULL,0,NULL
Woodsvilla Ltd,WOODSVILA,"Hotels, Resorts & Cruise Lines",1.816228,3.02,90.8114,-13.92333886,NULL,0.43,0.02,0,0,0,0,0,NULL,0,NULL
RKD Agri & Retail Ltd,RKDAGRRTL,NULL,1.8,3.75,90,84.70884472,NULL,0.86,0.02,0,0,0,0,0,NULL,0,NULL
Anand Projects Ltd,ANANDPROJ,Construction & Engineering,1.7938368,19.2,-0.029797953,-45.25155424,NULL,5.27,-60.12,0.08,0,0,0,0,NULL,0,NULL
Edelweiss ETF-Nifty Bank,EBANK,Equity,1.764929994,4832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Shah Foods Ltd,SHAHFOOD,Packaged Foods & Meats,1.7058625,28.55,-6.318009259,NULL,NULL,0,-0.27,0,0,0,0,0,NULL,0,NULL
Ashoka Refineries Ltd,ASHOKRE,Oil & Gas - Refining & Marketing,1.6907443,4.98,9.393023889,159.2012982,NULL,2.34,0.18,0,0,0,0,0,NULL,0,NULL
Harmony Capital Services Ltd,HRMNYCP,Investment Banking & Brokerage,1.6685004,5.56,-166.85004,-17.39519118,NULL,0.05,-0.01,0,0,0,0,0,NULL,0,NULL
Sree Jayalakshmi Autospin Ltd,SREEJAYA,Commodities Trading,1.6614122,3.71,-13.84510167,-22.03942999,NULL,1.99,-0.12,0,0,0,0,0.016770131,NULL,0,NULL
IDream Film Infrastructure Company Ltd,SOFTBPO,Movies & TV Serials,1.62,108,-4.378378378,NULL,NULL,0.01,-0.37,0,0,0,0,0,NULL,0,NULL
Scan Projects Ltd,SCANPRO,Industrial Machinery,1.6176679,5.63,5.777385357,12.88813207,NULL,5.83,0.38,0.1,0,0,0,0,NULL,0,NULL
CES Ltd,CESL,IT Services & Consulting,1.6016,0.44,0.045014053,12.07937912,NULL,400.64,47.12,11.54,0,0,0,0,NULL,0,NULL
Euro Asia Exports Ltd,EUROASIA,Commodities Trading,1.5248736,9.72,76.24368,-17.53189828,NULL,0.37,0.02,0,0,0,0,0,NULL,0,NULL
Abhishek Infraventures Ltd,ABHIINFRA,Construction & Engineering,1.508819338,2.99,-6.286747242,NULL,NULL,0,-0.24,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Integra Switchgear Ltd,INTEGSW,Electrical Components & Equipments,1.4321552,4.97,-11.93462667,NULL,NULL,0,-0.12,0,0,0,0,0,NULL,0,NULL
Futuristic Securities Ltd,FUTURSEC,Investment Banking & Brokerage,1.409073318,7.23,-140.9073318,-6.885008491,NULL,0.07,-0.02,-0.01,0,0,0,0,NULL,0,NULL
Sheraton Properties and Finance Ltd,ZSHERAPR,Real Estate,1.3824,11.52,0.546403162,96.88354542,NULL,3.55,3.38,0.85,0,0,0,0,NULL,0,NULL
Valley Magnesite Company Ltd,VALLEY,Conglomerates,1.378324524,13.12,4.05389566,-1.631309609,NULL,0.7,0.53,0.19,0,0,0,0,NULL,0,NULL
Mahan Industries Ltd,MAHANIN,Specialized Finance,1.368,0.38,-8.55,35.09600385,NULL,0.72,-0.16,0,0,0,0,0,NULL,0,NULL
Gretex Industries Ltd,GRETEX,Apparel & Accessories,1.32132,14.3,2.541,40.51325239,NULL,13.42,0.35,-0.17,NULL,NULL,NULL,NULL,NULL,0,NULL
R R Securities Ltd,RRSECUR,Consumer Finance,1.3128735,4.35,65.643675,9.238846414,NULL,0.14,0.02,0,0,0,0,0,NULL,0,NULL
Jatalia Global Ventures Ltd,JATALIA,IT Services & Consulting,1.296287486,3.33,-0.145486811,-84.602649,NULL,0.04,-8.78,0.13,0,0,0,0,NULL,0,NULL
Elitecon International Ltd,ELITECON,NULL,1.2705,10.5,2.823333333,98.08882134,NULL,19.52,0.59,0.14,0,0,0,0,NULL,0,NULL
Indoworth Holdings Ltd,UNIWSEC,Commodities Trading,1.251024,10.05,125.1024,-29.49719221,NULL,0.27,0.02,0.01,0,0,0,0,NULL,0,NULL
Justride Enterprises Ltd,JRELTD,Cycles,1.20946436,8.21,-20.15773933,NULL,NULL,0,-0.06,0,0,0,0,0,NULL,0,NULL
Sindu Valley Technologies Ltd,SINDUVA,Business Support Services,1.197,17.1,-5.985,NULL,NULL,0,-0.19,0.01,0,0,0,0,NULL,0,NULL
Swadeshi Industries and Leasing Ltd,SWADEIN,Plastic Products,1.189318947,1.05,-1.382929008,-57.37324944,NULL,0.37,-0.86,0,0,0,0,0,NULL,0,NULL
Bhudevi Infra Projects Ltd,BHUDEVI,NULL,1.187957839,2.71,5.939789196,69.52182031,NULL,0.28,0.2,0,0,0,0,0,NULL,0,NULL
Aneri Fincap Ltd,ANERI,Specialized Finance,1.180484516,3.75,-0.230563382,-20.14954357,NULL,6.34,-5.12,0,0,0,0,-3.32E-05,NULL,0,NULL
Fischer Chemic Ltd,FISCHER,Commodity Chemicals,1.172393776,71.6,-4.884974067,NULL,NULL,0,-0.2,0.04,0,0,0,0,NULL,0,NULL
TMT (India) Ltd,TMTIND-B1,Agro Products,1.1443278,2.31,-0.986489483,33.87321436,NULL,0.43,-1.16,0,0,0,0,0,NULL,0,NULL
Hind Commerce Ltd,HCLTD,Commodities Trading,1.143,3.81,1.705970149,-21.07914357,NULL,1.39,0.77,0.1,0,0,0,0,NULL,0,NULL
Khyati Multimedia Entertainment Ltd,KHYATI,Software Services,1.133396272,1.05,-14.16745339,NULL,NULL,0.24,-0.11,-0.03,0,0,0,0,NULL,0,NULL
Fourth Generation Information Systems Ltd,4THGEN,IT Services & Consulting,1.11763396,3.15,-15.96619942,NULL,NULL,0,-0.07,0,0,0,0,0,NULL,0,NULL
Chandrima Mercantiles Ltd,CHANDRIMA,"Precious Metals, Jewellery & Watches",1.085150165,4.87,54.25750824,49.20857105,NULL,19.82,0.02,0,0,0,0,0,NULL,0,NULL
Bansal Multiflex Ltd,BANSAL,Textiles,1.073321102,1.95,0.772173455,NULL,NULL,47.18,1.95,0.56,NULL,NULL,NULL,NULL,NULL,0,NULL
AAR Shyam India Investment Company Ltd,AARSHYAM,Investment Banking & Brokerage,1.056,3.52,21.12,-27.52203363,NULL,0.24,0.05,0,0,0,0,0,NULL,0,NULL
Oswal Leasing Ltd,OSWALEA,Investment Banking & Brokerage,1.0075,21.15,-100.75,-2.635281938,NULL,0.14,-0.01,0,0,0,0,0,NULL,0,NULL
